county,office,district,party,candidate,votes
Adams,Governor,,LIB,write-in,0.0
Adams,Governor,,LIB,Marty Riske & Joshua Voytek,5.0
Adams,Governor,,LIB,TOTALS,5
Barnes,Governor,,LIB,write-in,0.0
Barnes,Governor,,LIB,Marty Riske & Joshua Voytek,12.0
Barnes,Governor,,LIB,TOTALS,12
Benson,Governor,,LIB,write-in,0.0
Benson,Governor,,LIB,Marty Riske & Joshua Voytek,6.0
Benson,Governor,,LIB,TOTALS,6
Billings,Governor,,LIB,write-in,0.0
Billings,Governor,,LIB,Marty Riske & Joshua Voytek,5.0
Billings,Governor,,LIB,TOTALS,5
Bottineau,Governor,,LIB,write-in,0.0
Bottineau,Governor,,LIB,Marty Riske & Joshua Voytek,7.0
Bottineau,Governor,,LIB,TOTALS,7
Bowman,Governor,,LIB,write-in,0.0
Bowman,Governor,,LIB,Marty Riske & Joshua Voytek,5.0
Bowman,Governor,,LIB,TOTALS,5
Burke,Governor,,LIB,write-in,0.0
Burke,Governor,,LIB,Marty Riske & Joshua Voytek,2.0
Burke,Governor,,LIB,TOTALS,2
Burleigh,Governor,,LIB,write-in,2.0
Burleigh,Governor,,LIB,Marty Riske & Joshua Voytek,118.0
Burleigh,Governor,,LIB,TOTALS,120
Cass,Governor,,LIB,write-in,2.0
Cass,Governor,,LIB,Marty Riske & Joshua Voytek,296.0
Cass,Governor,,LIB,TOTALS,298
Cavalier,Governor,,LIB,write-in,0.0
Cavalier,Governor,,LIB,Marty Riske & Joshua Voytek,10.0
Cavalier,Governor,,LIB,TOTALS,10
Dickey,Governor,,LIB,write-in,0.0
Dickey,Governor,,LIB,Marty Riske & Joshua Voytek,7.0
Dickey,Governor,,LIB,TOTALS,7
Divide,Governor,,LIB,write-in,0.0
Divide,Governor,,LIB,Marty Riske & Joshua Voytek,6.0
Divide,Governor,,LIB,TOTALS,6
Dunn,Governor,,LIB,write-in,0.0
Dunn,Governor,,LIB,Marty Riske & Joshua Voytek,3.0
Dunn,Governor,,LIB,TOTALS,3
Eddy,Governor,,LIB,write-in,0.0
Eddy,Governor,,LIB,Marty Riske & Joshua Voytek,4.0
Eddy,Governor,,LIB,TOTALS,4
Emmons,Governor,,LIB,write-in,0.0
Emmons,Governor,,LIB,Marty Riske & Joshua Voytek,2.0
Emmons,Governor,,LIB,TOTALS,2
Foster,Governor,,LIB,write-in,0.0
Foster,Governor,,LIB,Marty Riske & Joshua Voytek,11.0
Foster,Governor,,LIB,TOTALS,11
Golden Valley,Governor,,LIB,write-in,0.0
Golden Valley,Governor,,LIB,Marty Riske & Joshua Voytek,4.0
Golden Valley,Governor,,LIB,TOTALS,4
Grand Forks,Governor,,LIB,write-in,0.0
Grand Forks,Governor,,LIB,Marty Riske & Joshua Voytek,79.0
Grand Forks,Governor,,LIB,TOTALS,79
Grant,Governor,,LIB,write-in,0.0
Grant,Governor,,LIB,Marty Riske & Joshua Voytek,4.0
Grant,Governor,,LIB,TOTALS,4
Griggs,Governor,,LIB,write-in,0.0
Griggs,Governor,,LIB,Marty Riske & Joshua Voytek,6.0
Griggs,Governor,,LIB,TOTALS,6
Hettinger,Governor,,LIB,write-in,0.0
Hettinger,Governor,,LIB,Marty Riske & Joshua Voytek,9.0
Hettinger,Governor,,LIB,TOTALS,9
Kidder,Governor,,LIB,write-in,0.0
Kidder,Governor,,LIB,Marty Riske & Joshua Voytek,9.0
Kidder,Governor,,LIB,TOTALS,9
LaMoure,Governor,,LIB,write-in,0.0
LaMoure,Governor,,LIB,Marty Riske & Joshua Voytek,16.0
LaMoure,Governor,,LIB,TOTALS,16
Logan,Governor,,LIB,write-in,0.0
Logan,Governor,,LIB,Marty Riske & Joshua Voytek,1.0
Logan,Governor,,LIB,TOTALS,1
McHenry,Governor,,LIB,write-in,0.0
McHenry,Governor,,LIB,Marty Riske & Joshua Voytek,15.0
McHenry,Governor,,LIB,TOTALS,15
McIntosh,Governor,,LIB,write-in,0.0
McIntosh,Governor,,LIB,Marty Riske & Joshua Voytek,4.0
McIntosh,Governor,,LIB,TOTALS,4
McKenzie,Governor,,LIB,write-in,0.0
McKenzie,Governor,,LIB,Marty Riske & Joshua Voytek,9.0
McKenzie,Governor,,LIB,TOTALS,9
McLean,Governor,,LIB,write-in,0.0
McLean,Governor,,LIB,Marty Riske & Joshua Voytek,9.0
McLean,Governor,,LIB,TOTALS,9
Mercer,Governor,,LIB,write-in,0.0
Mercer,Governor,,LIB,Marty Riske & Joshua Voytek,13.0
Mercer,Governor,,LIB,TOTALS,13
